Title,Description,Labels
Implement custom directives in Vue.,"**Date:** 2025-03-04
**Module:** Advanced Concepts
**Topic:** Advanced Vue.js Concepts",Advanced Concepts
Refactor the Admin Dashboard for scalability.,"**Date:** 2025-03-04
**Module:** Advanced Concepts
**Topic:** Advanced Vue.js Concepts",Advanced Concepts
Explore building plugins for reusable functionality.,"**Date:** 2025-03-04
**Module:** Advanced Concepts
**Topic:** Advanced Vue.js Concepts",Advanced Concepts
Set up navigation with React Navigation.,"**Date:** 2025-03-19
**Module:** React Native Basics
**Topic:** Navigation & API Integration",React Native Basics
Fetch and display data from an external API.,"**Date:** 2025-03-19
**Module:** React Native Basics
**Topic:** Navigation & API Integration",React Native Basics
Implement pagination or infinite scroll.,"**Date:** 2025-03-19
**Module:** React Native Basics
**Topic:** Navigation & API Integration",React Native Basics
Extend the Habit Tracker App with analytics.,"**Date:** 2025-03-19
**Module:** React Native Basics
**Topic:** Navigation & API Integration",React Native Basics
Set up navigation with React Navigation.,"**Date:** 2025-03-20
**Module:** React Native Basics
**Topic:** Navigation & API Integration",React Native Basics
Fetch and display data from an external API.,"**Date:** 2025-03-20
**Module:** React Native Basics
**Topic:** Navigation & API Integration",React Native Basics
Implement pagination or infinite scroll.,"**Date:** 2025-03-20
**Module:** React Native Basics
**Topic:** Navigation & API Integration",React Native Basics
Extend the Habit Tracker App with analytics.,"**Date:** 2025-03-20
**Module:** React Native Basics
**Topic:** Navigation & API Integration",React Native Basics
Set up navigation with React Navigation.,"**Date:** 2025-03-21
**Module:** React Native Basics
**Topic:** Navigation & API Integration",React Native Basics
Fetch and display data from an external API.,"**Date:** 2025-03-21
**Module:** React Native Basics
**Topic:** Navigation & API Integration",React Native Basics
Implement pagination or infinite scroll.,"**Date:** 2025-03-21
**Module:** React Native Basics
**Topic:** Navigation & API Integration",React Native Basics
Extend the Habit Tracker App with analytics.,"**Date:** 2025-03-21
**Module:** React Native Basics
**Topic:** Navigation & API Integration",React Native Basics
Set up navigation with React Navigation.,"**Date:** 2025-03-22
**Module:** React Native Basics
**Topic:** Navigation & API Integration",React Native Basics
Fetch and display data from an external API.,"**Date:** 2025-03-22
**Module:** React Native Basics
**Topic:** Navigation & API Integration",React Native Basics
Implement pagination or infinite scroll.,"**Date:** 2025-03-22
**Module:** React Native Basics
**Topic:** Navigation & API Integration",React Native Basics
Extend the Habit Tracker App with analytics.,"**Date:** 2025-03-22
**Module:** React Native Basics
**Topic:** Navigation & API Integration",React Native Basics
Set up navigation with React Navigation.,"**Date:** 2025-03-23
**Module:** React Native Basics
**Topic:** Navigation & API Integration",React Native Basics
Fetch and display data from an external API.,"**Date:** 2025-03-23
**Module:** React Native Basics
**Topic:** Navigation & API Integration",React Native Basics
Implement pagination or infinite scroll.,"**Date:** 2025-03-23
**Module:** React Native Basics
**Topic:** Navigation & API Integration",React Native Basics
Extend the Habit Tracker App with analytics.,"**Date:** 2025-03-23
**Module:** React Native Basics
**Topic:** Navigation & API Integration",React Native Basics
Set up navigation with React Navigation.,"**Date:** 2025-03-24
**Module:** React Native Basics
**Topic:** Navigation & API Integration",React Native Basics
Fetch and display data from an external API.,"**Date:** 2025-03-24
**Module:** React Native Basics
**Topic:** Navigation & API Integration",React Native Basics
Implement pagination or infinite scroll.,"**Date:** 2025-03-24
**Module:** React Native Basics
**Topic:** Navigation & API Integration",React Native Basics
Extend the Habit Tracker App with analytics.,"**Date:** 2025-03-24
**Module:** React Native Basics
**Topic:** Navigation & API Integration",React Native Basics
Set up navigation with React Navigation.,"**Date:** 2025-03-25
**Module:** React Native Basics
**Topic:** Navigation & API Integration",React Native Basics
Fetch and display data from an external API.,"**Date:** 2025-03-25
**Module:** React Native Basics
**Topic:** Navigation & API Integration",React Native Basics
Implement pagination or infinite scroll.,"**Date:** 2025-03-25
**Module:** React Native Basics
**Topic:** Navigation & API Integration",React Native Basics
Extend the Habit Tracker App with analytics.,"**Date:** 2025-03-25
**Module:** React Native Basics
**Topic:** Navigation & API Integration",React Native Basics
Access device features like GPS and camera.,"**Date:** 2025-03-26
**Module:** React Native Basics
**Topic:** Native Modules",React Native Basics
Handle platform differences (iOS vs. Android).,"**Date:** 2025-03-26
**Module:** React Native Basics
**Topic:** Native Modules",React Native Basics
Add geolocation tracking to the Habit Tracker App.,"**Date:** 2025-03-26
**Module:** React Native Basics
**Topic:** Native Modules",React Native Basics
Test device-specific functionality.,"**Date:** 2025-03-26
**Module:** React Native Basics
**Topic:** Native Modules",React Native Basics
Access device features like GPS and camera.,"**Date:** 2025-03-27
**Module:** React Native Basics
**Topic:** Native Modules",React Native Basics
Handle platform differences (iOS vs. Android).,"**Date:** 2025-03-27
**Module:** React Native Basics
**Topic:** Native Modules",React Native Basics
Add geolocation tracking to the Habit Tracker App.,"**Date:** 2025-03-27
**Module:** React Native Basics
**Topic:** Native Modules",React Native Basics
Test device-specific functionality.,"**Date:** 2025-03-27
**Module:** React Native Basics
**Topic:** Native Modules",React Native Basics
Access device features like GPS and camera.,"**Date:** 2025-03-28
**Module:** React Native Basics
**Topic:** Native Modules",React Native Basics
Handle platform differences (iOS vs. Android).,"**Date:** 2025-03-28
**Module:** React Native Basics
**Topic:** Native Modules",React Native Basics
Add geolocation tracking to the Habit Tracker App.,"**Date:** 2025-03-28
**Module:** React Native Basics
**Topic:** Native Modules",React Native Basics
Test device-specific functionality.,"**Date:** 2025-03-28
**Module:** React Native Basics
**Topic:** Native Modules",React Native Basics
Access device features like GPS and camera.,"**Date:** 2025-03-29
**Module:** React Native Basics
**Topic:** Native Modules",React Native Basics
Handle platform differences (iOS vs. Android).,"**Date:** 2025-03-29
**Module:** React Native Basics
**Topic:** Native Modules",React Native Basics
Add geolocation tracking to the Habit Tracker App.,"**Date:** 2025-03-29
**Module:** React Native Basics
**Topic:** Native Modules",React Native Basics
Test device-specific functionality.,"**Date:** 2025-03-29
**Module:** React Native Basics
**Topic:** Native Modules",React Native Basics
Access device features like GPS and camera.,"**Date:** 2025-03-30
**Module:** React Native Basics
**Topic:** Native Modules",React Native Basics
Handle platform differences (iOS vs. Android).,"**Date:** 2025-03-30
**Module:** React Native Basics
**Topic:** Native Modules",React Native Basics
Add geolocation tracking to the Habit Tracker App.,"**Date:** 2025-03-30
**Module:** React Native Basics
**Topic:** Native Modules",React Native Basics
Test device-specific functionality.,"**Date:** 2025-03-30
**Module:** React Native Basics
**Topic:** Native Modules",React Native Basics
Access device features like GPS and camera.,"**Date:** 2025-03-31
**Module:** React Native Basics
**Topic:** Native Modules",React Native Basics
Handle platform differences (iOS vs. Android).,"**Date:** 2025-03-31
**Module:** React Native Basics
**Topic:** Native Modules",React Native Basics
Add geolocation tracking to the Habit Tracker App.,"**Date:** 2025-03-31
**Module:** React Native Basics
**Topic:** Native Modules",React Native Basics
Test device-specific functionality.,"**Date:** 2025-03-31
**Module:** React Native Basics
**Topic:** Native Modules",React Native Basics
Access device features like GPS and camera.,"**Date:** 2025-04-01
**Module:** React Native Basics
**Topic:** Native Modules",React Native Basics
Handle platform differences (iOS vs. Android).,"**Date:** 2025-04-01
**Module:** React Native Basics
**Topic:** Native Modules",React Native Basics
Add geolocation tracking to the Habit Tracker App.,"**Date:** 2025-04-01
**Module:** React Native Basics
**Topic:** Native Modules",React Native Basics
Test device-specific functionality.,"**Date:** 2025-04-01
**Module:** React Native Basics
**Topic:** Native Modules",React Native Basics
Profile and debug React Native apps.,"**Date:** 2025-04-02
**Module:** React Native Basics
**Topic:** Performance Optimization",React Native Basics
Optimize navigation and component rendering.,"**Date:** 2025-04-02
**Module:** React Native Basics
**Topic:** Performance Optimization",React Native Basics
Reduce bundle size for production builds.,"**Date:** 2025-04-02
**Module:** React Native Basics
**Topic:** Performance Optimization",React Native Basics
Finalize and optimize the Habit Tracker App.,"**Date:** 2025-04-02
**Module:** React Native Basics
**Topic:** Performance Optimization",React Native Basics
Profile and debug React Native apps.,"**Date:** 2025-04-03
**Module:** React Native Basics
**Topic:** Performance Optimization",React Native Basics
Optimize navigation and component rendering.,"**Date:** 2025-04-03
**Module:** React Native Basics
**Topic:** Performance Optimization",React Native Basics
Reduce bundle size for production builds.,"**Date:** 2025-04-03
**Module:** React Native Basics
**Topic:** Performance Optimization",React Native Basics
Finalize and optimize the Habit Tracker App.,"**Date:** 2025-04-03
**Module:** React Native Basics
**Topic:** Performance Optimization",React Native Basics
Profile and debug React Native apps.,"**Date:** 2025-04-04
**Module:** React Native Basics
**Topic:** Performance Optimization",React Native Basics
Optimize navigation and component rendering.,"**Date:** 2025-04-04
**Module:** React Native Basics
**Topic:** Performance Optimization",React Native Basics
Reduce bundle size for production builds.,"**Date:** 2025-04-04
**Module:** React Native Basics
**Topic:** Performance Optimization",React Native Basics
Finalize and optimize the Habit Tracker App.,"**Date:** 2025-04-04
**Module:** React Native Basics
**Topic:** Performance Optimization",React Native Basics
Profile and debug React Native apps.,"**Date:** 2025-04-05
**Module:** React Native Basics
**Topic:** Performance Optimization",React Native Basics
Optimize navigation and component rendering.,"**Date:** 2025-04-05
**Module:** React Native Basics
**Topic:** Performance Optimization",React Native Basics
Reduce bundle size for production builds.,"**Date:** 2025-04-05
**Module:** React Native Basics
**Topic:** Performance Optimization",React Native Basics
Finalize and optimize the Habit Tracker App.,"**Date:** 2025-04-05
**Module:** React Native Basics
**Topic:** Performance Optimization",React Native Basics
Profile and debug React Native apps.,"**Date:** 2025-04-06
**Module:** React Native Basics
**Topic:** Performance Optimization",React Native Basics
Optimize navigation and component rendering.,"**Date:** 2025-04-06
**Module:** React Native Basics
**Topic:** Performance Optimization",React Native Basics
Reduce bundle size for production builds.,"**Date:** 2025-04-06
**Module:** React Native Basics
**Topic:** Performance Optimization",React Native Basics
Finalize and optimize the Habit Tracker App.,"**Date:** 2025-04-06
**Module:** React Native Basics
**Topic:** Performance Optimization",React Native Basics
Profile and debug React Native apps.,"**Date:** 2025-04-07
**Module:** React Native Basics
**Topic:** Performance Optimization",React Native Basics
Optimize navigation and component rendering.,"**Date:** 2025-04-07
**Module:** React Native Basics
**Topic:** Performance Optimization",React Native Basics
Reduce bundle size for production builds.,"**Date:** 2025-04-07
**Module:** React Native Basics
**Topic:** Performance Optimization",React Native Basics
Finalize and optimize the Habit Tracker App.,"**Date:** 2025-04-07
**Module:** React Native Basics
**Topic:** Performance Optimization",React Native Basics
Profile and debug React Native apps.,"**Date:** 2025-04-08
**Module:** React Native Basics
**Topic:** Performance Optimization",React Native Basics
Optimize navigation and component rendering.,"**Date:** 2025-04-08
**Module:** React Native Basics
**Topic:** Performance Optimization",React Native Basics
Reduce bundle size for production builds.,"**Date:** 2025-04-08
**Module:** React Native Basics
**Topic:** Performance Optimization",React Native Basics
Finalize and optimize the Habit Tracker App.,"**Date:** 2025-04-08
**Module:** React Native Basics
**Topic:** Performance Optimization",React Native Basics
Research user requirements for the Resource Management System.,"**Date:** 2025-04-09
**Module:** Capstone Project
**Topic:** Planning & UI/UX Design",Capstone Project
Create wireframes and UI mockups.,"**Date:** 2025-04-09
**Module:** Capstone Project
**Topic:** Planning & UI/UX Design",Capstone Project
Decide on tech stack and architecture.,"**Date:** 2025-04-09
**Module:** Capstone Project
**Topic:** Planning & UI/UX Design",Capstone Project
Set up project structure and Git repository.,"**Date:** 2025-04-09
**Module:** Capstone Project
**Topic:** Planning & UI/UX Design",Capstone Project
Research user requirements for the Resource Management System.,"**Date:** 2025-04-10
**Module:** Capstone Project
**Topic:** Planning & UI/UX Design",Capstone Project
Create wireframes and UI mockups.,"**Date:** 2025-04-10
**Module:** Capstone Project
**Topic:** Planning & UI/UX Design",Capstone Project
Decide on tech stack and architecture.,"**Date:** 2025-04-10
**Module:** Capstone Project
**Topic:** Planning & UI/UX Design",Capstone Project
Set up project structure and Git repository.,"**Date:** 2025-04-10
**Module:** Capstone Project
**Topic:** Planning & UI/UX Design",Capstone Project
Research user requirements for the Resource Management System.,"**Date:** 2025-04-11
**Module:** Capstone Project
**Topic:** Planning & UI/UX Design",Capstone Project
Create wireframes and UI mockups.,"**Date:** 2025-04-11
**Module:** Capstone Project
**Topic:** Planning & UI/UX Design",Capstone Project
Decide on tech stack and architecture.,"**Date:** 2025-04-11
**Module:** Capstone Project
**Topic:** Planning & UI/UX Design",Capstone Project
Set up project structure and Git repository.,"**Date:** 2025-04-11
**Module:** Capstone Project
**Topic:** Planning & UI/UX Design",Capstone Project
Research user requirements for the Resource Management System.,"**Date:** 2025-04-12
**Module:** Capstone Project
**Topic:** Planning & UI/UX Design",Capstone Project
Create wireframes and UI mockups.,"**Date:** 2025-04-12
**Module:** Capstone Project
**Topic:** Planning & UI/UX Design",Capstone Project
Decide on tech stack and architecture.,"**Date:** 2025-04-12
**Module:** Capstone Project
**Topic:** Planning & UI/UX Design",Capstone Project
Set up project structure and Git repository.,"**Date:** 2025-04-12
**Module:** Capstone Project
**Topic:** Planning & UI/UX Design",Capstone Project
Research user requirements for the Resource Management System.,"**Date:** 2025-04-13
**Module:** Capstone Project
**Topic:** Planning & UI/UX Design",Capstone Project
Create wireframes and UI mockups.,"**Date:** 2025-04-13
**Module:** Capstone Project
**Topic:** Planning & UI/UX Design",Capstone Project
Decide on tech stack and architecture.,"**Date:** 2025-04-13
**Module:** Capstone Project
**Topic:** Planning & UI/UX Design",Capstone Project
Set up project structure and Git repository.,"**Date:** 2025-04-13
**Module:** Capstone Project
**Topic:** Planning & UI/UX Design",Capstone Project
Research user requirements for the Resource Management System.,"**Date:** 2025-04-14
**Module:** Capstone Project
**Topic:** Planning & UI/UX Design",Capstone Project
Create wireframes and UI mockups.,"**Date:** 2025-04-14
**Module:** Capstone Project
**Topic:** Planning & UI/UX Design",Capstone Project
Decide on tech stack and architecture.,"**Date:** 2025-04-14
**Module:** Capstone Project
**Topic:** Planning & UI/UX Design",Capstone Project
Set up project structure and Git repository.,"**Date:** 2025-04-14
**Module:** Capstone Project
**Topic:** Planning & UI/UX Design",Capstone Project
Research user requirements for the Resource Management System.,"**Date:** 2025-04-15
**Module:** Capstone Project
**Topic:** Planning & UI/UX Design",Capstone Project
Create wireframes and UI mockups.,"**Date:** 2025-04-15
**Module:** Capstone Project
**Topic:** Planning & UI/UX Design",Capstone Project
Decide on tech stack and architecture.,"**Date:** 2025-04-15
**Module:** Capstone Project
**Topic:** Planning & UI/UX Design",Capstone Project
Set up project structure and Git repository.,"**Date:** 2025-04-15
**Module:** Capstone Project
**Topic:** Planning & UI/UX Design",Capstone Project
Design database schema for the Resource Management System.,"**Date:** 2025-04-16
**Module:** Capstone Project
**Topic:** Backend Development",Capstone Project
Build REST APIs using .Net Core.,"**Date:** 2025-04-16
**Module:** Capstone Project
**Topic:** Backend Development",Capstone Project
Implement user authentication with OAuth.,"**Date:** 2025-04-16
**Module:** Capstone Project
**Topic:** Backend Development",Capstone Project
Test APIs using Postman or Insomnia.,"**Date:** 2025-04-16
**Module:** Capstone Project
**Topic:** Backend Development",Capstone Project
Design database schema for the Resource Management System.,"**Date:** 2025-04-17
**Module:** Capstone Project
**Topic:** Backend Development",Capstone Project
Build REST APIs using .Net Core.,"**Date:** 2025-04-17
**Module:** Capstone Project
**Topic:** Backend Development",Capstone Project
Implement user authentication with OAuth.,"**Date:** 2025-04-17
**Module:** Capstone Project
**Topic:** Backend Development",Capstone Project
Test APIs using Postman or Insomnia.,"**Date:** 2025-04-17
**Module:** Capstone Project
**Topic:** Backend Development",Capstone Project
Design database schema for the Resource Management System.,"**Date:** 2025-04-18
**Module:** Capstone Project
**Topic:** Backend Development",Capstone Project
Build REST APIs using .Net Core.,"**Date:** 2025-04-18
**Module:** Capstone Project
**Topic:** Backend Development",Capstone Project
Implement user authentication with OAuth.,"**Date:** 2025-04-18
**Module:** Capstone Project
**Topic:** Backend Development",Capstone Project
Test APIs using Postman or Insomnia.,"**Date:** 2025-04-18
**Module:** Capstone Project
**Topic:** Backend Development",Capstone Project
Design database schema for the Resource Management System.,"**Date:** 2025-04-19
**Module:** Capstone Project
**Topic:** Backend Development",Capstone Project
Build REST APIs using .Net Core.,"**Date:** 2025-04-19
**Module:** Capstone Project
**Topic:** Backend Development",Capstone Project
Implement user authentication with OAuth.,"**Date:** 2025-04-19
**Module:** Capstone Project
**Topic:** Backend Development",Capstone Project
Test APIs using Postman or Insomnia.,"**Date:** 2025-04-19
**Module:** Capstone Project
**Topic:** Backend Development",Capstone Project
Design database schema for the Resource Management System.,"**Date:** 2025-04-20
**Module:** Capstone Project
**Topic:** Backend Development",Capstone Project
Build REST APIs using .Net Core.,"**Date:** 2025-04-20
**Module:** Capstone Project
**Topic:** Backend Development",Capstone Project
Implement user authentication with OAuth.,"**Date:** 2025-04-20
**Module:** Capstone Project
**Topic:** Backend Development",Capstone Project
Test APIs using Postman or Insomnia.,"**Date:** 2025-04-20
**Module:** Capstone Project
**Topic:** Backend Development",Capstone Project
Design database schema for the Resource Management System.,"**Date:** 2025-04-21
**Module:** Capstone Project
**Topic:** Backend Development",Capstone Project
Build REST APIs using .Net Core.,"**Date:** 2025-04-21
**Module:** Capstone Project
**Topic:** Backend Development",Capstone Project
Implement user authentication with OAuth.,"**Date:** 2025-04-21
**Module:** Capstone Project
**Topic:** Backend Development",Capstone Project
Test APIs using Postman or Insomnia.,"**Date:** 2025-04-21
**Module:** Capstone Project
**Topic:** Backend Development",Capstone Project
Design database schema for the Resource Management System.,"**Date:** 2025-04-22
**Module:** Capstone Project
**Topic:** Backend Development",Capstone Project
Build REST APIs using .Net Core.,"**Date:** 2025-04-22
**Module:** Capstone Project
**Topic:** Backend Development",Capstone Project
Implement user authentication with OAuth.,"**Date:** 2025-04-22
**Module:** Capstone Project
**Topic:** Backend Development",Capstone Project
Test APIs using Postman or Insomnia.,"**Date:** 2025-04-22
**Module:** Capstone Project
**Topic:** Backend Development",Capstone Project
Set up a Vue.js or React frontend for the Resource Management System.,"**Date:** 2025-04-23
**Module:** Capstone Project
**Topic:** Frontend Web Development",Capstone Project
Integrate APIs with Axios or Fetch.,"**Date:** 2025-04-23
**Module:** Capstone Project
**Topic:** Frontend Web Development",Capstone Project
Implement resource CRUD functionality.,"**Date:** 2025-04-23
**Module:** Capstone Project
**Topic:** Frontend Web Development",Capstone Project
Style the web app with a modern UI library.,"**Date:** 2025-04-23
**Module:** Capstone Project
**Topic:** Frontend Web Development",Capstone Project
Set up a Vue.js or React frontend for the Resource Management System.,"**Date:** 2025-04-24
**Module:** Capstone Project
**Topic:** Frontend Web Development",Capstone Project
Integrate APIs with Axios or Fetch.,"**Date:** 2025-04-24
**Module:** Capstone Project
**Topic:** Frontend Web Development",Capstone Project
Implement resource CRUD functionality.,"**Date:** 2025-04-24
**Module:** Capstone Project
**Topic:** Frontend Web Development",Capstone Project
Style the web app with a modern UI library.,"**Date:** 2025-04-24
**Module:** Capstone Project
**Topic:** Frontend Web Development",Capstone Project
Set up a Vue.js or React frontend for the Resource Management System.,"**Date:** 2025-04-25
**Module:** Capstone Project
**Topic:** Frontend Web Development",Capstone Project
Integrate APIs with Axios or Fetch.,"**Date:** 2025-04-25
**Module:** Capstone Project
**Topic:** Frontend Web Development",Capstone Project
Implement resource CRUD functionality.,"**Date:** 2025-04-25
**Module:** Capstone Project
**Topic:** Frontend Web Development",Capstone Project
Style the web app with a modern UI library.,"**Date:** 2025-04-25
**Module:** Capstone Project
**Topic:** Frontend Web Development",Capstone Project
Set up a Vue.js or React frontend for the Resource Management System.,"**Date:** 2025-04-26
**Module:** Capstone Project
**Topic:** Frontend Web Development",Capstone Project
Integrate APIs with Axios or Fetch.,"**Date:** 2025-04-26
**Module:** Capstone Project
**Topic:** Frontend Web Development",Capstone Project
Implement resource CRUD functionality.,"**Date:** 2025-04-26
**Module:** Capstone Project
**Topic:** Frontend Web Development",Capstone Project
Style the web app with a modern UI library.,"**Date:** 2025-04-26
**Module:** Capstone Project
**Topic:** Frontend Web Development",Capstone Project
Set up a Vue.js or React frontend for the Resource Management System.,"**Date:** 2025-04-27
**Module:** Capstone Project
**Topic:** Frontend Web Development",Capstone Project
Integrate APIs with Axios or Fetch.,"**Date:** 2025-04-27
**Module:** Capstone Project
**Topic:** Frontend Web Development",Capstone Project
Implement resource CRUD functionality.,"**Date:** 2025-04-27
**Module:** Capstone Project
**Topic:** Frontend Web Development",Capstone Project
Style the web app with a modern UI library.,"**Date:** 2025-04-27
**Module:** Capstone Project
**Topic:** Frontend Web Development",Capstone Project
Set up a Vue.js or React frontend for the Resource Management System.,"**Date:** 2025-04-28
**Module:** Capstone Project
**Topic:** Frontend Web Development",Capstone Project
Integrate APIs with Axios or Fetch.,"**Date:** 2025-04-28
**Module:** Capstone Project
**Topic:** Frontend Web Development",Capstone Project
Implement resource CRUD functionality.,"**Date:** 2025-04-28
**Module:** Capstone Project
**Topic:** Frontend Web Development",Capstone Project
Style the web app with a modern UI library.,"**Date:** 2025-04-28
**Module:** Capstone Project
**Topic:** Frontend Web Development",Capstone Project
Set up a Vue.js or React frontend for the Resource Management System.,"**Date:** 2025-04-29
**Module:** Capstone Project
**Topic:** Frontend Web Development",Capstone Project
Integrate APIs with Axios or Fetch.,"**Date:** 2025-04-29
**Module:** Capstone Project
**Topic:** Frontend Web Development",Capstone Project
Implement resource CRUD functionality.,"**Date:** 2025-04-29
**Module:** Capstone Project
**Topic:** Frontend Web Development",Capstone Project
Style the web app with a modern UI library.,"**Date:** 2025-04-29
**Module:** Capstone Project
**Topic:** Frontend Web Development",Capstone Project
Develop a React Native app for mobile users.,"**Date:** 2025-04-30
**Module:** Capstone Project
**Topic:** Mobile App Development & Integration",Capstone Project
Integrate APIs for mobile functionality.,"**Date:** 2025-04-30
**Module:** Capstone Project
**Topic:** Mobile App Development & Integration",Capstone Project
Implement real-time updates with SignalR.,"**Date:** 2025-04-30
**Module:** Capstone Project
**Topic:** Mobile App Development & Integration",Capstone Project
Test and deploy the app to app stores.,"**Date:** 2025-04-30
**Module:** Capstone Project
**Topic:** Mobile App Development & Integration",Capstone Project
Develop a React Native app for mobile users.,"**Date:** 2025-05-01
**Module:** Capstone Project
**Topic:** Mobile App Development & Integration",Capstone Project
Integrate APIs for mobile functionality.,"**Date:** 2025-05-01
**Module:** Capstone Project
**Topic:** Mobile App Development & Integration",Capstone Project
Implement real-time updates with SignalR.,"**Date:** 2025-05-01
**Module:** Capstone Project
**Topic:** Mobile App Development & Integration",Capstone Project
Test and deploy the app to app stores.,"**Date:** 2025-05-01
**Module:** Capstone Project
**Topic:** Mobile App Development & Integration",Capstone Project
Develop a React Native app for mobile users.,"**Date:** 2025-05-02
**Module:** Capstone Project
**Topic:** Mobile App Development & Integration",Capstone Project
Integrate APIs for mobile functionality.,"**Date:** 2025-05-02
**Module:** Capstone Project
**Topic:** Mobile App Development & Integration",Capstone Project
Implement real-time updates with SignalR.,"**Date:** 2025-05-02
**Module:** Capstone Project
**Topic:** Mobile App Development & Integration",Capstone Project
Test and deploy the app to app stores.,"**Date:** 2025-05-02
**Module:** Capstone Project
**Topic:** Mobile App Development & Integration",Capstone Project
Develop a React Native app for mobile users.,"**Date:** 2025-05-03
**Module:** Capstone Project
**Topic:** Mobile App Development & Integration",Capstone Project
Integrate APIs for mobile functionality.,"**Date:** 2025-05-03
**Module:** Capstone Project
**Topic:** Mobile App Development & Integration",Capstone Project
Implement real-time updates with SignalR.,"**Date:** 2025-05-03
**Module:** Capstone Project
**Topic:** Mobile App Development & Integration",Capstone Project
Test and deploy the app to app stores.,"**Date:** 2025-05-03
**Module:** Capstone Project
**Topic:** Mobile App Development & Integration",Capstone Project
Develop a React Native app for mobile users.,"**Date:** 2025-05-04
**Module:** Capstone Project
**Topic:** Mobile App Development & Integration",Capstone Project
Integrate APIs for mobile functionality.,"**Date:** 2025-05-04
**Module:** Capstone Project
**Topic:** Mobile App Development & Integration",Capstone Project
Implement real-time updates with SignalR.,"**Date:** 2025-05-04
**Module:** Capstone Project
**Topic:** Mobile App Development & Integration",Capstone Project
Test and deploy the app to app stores.,"**Date:** 2025-05-04
**Module:** Capstone Project
**Topic:** Mobile App Development & Integration",Capstone Project
Develop a React Native app for mobile users.,"**Date:** 2025-05-05
**Module:** Capstone Project
**Topic:** Mobile App Development & Integration",Capstone Project
Integrate APIs for mobile functionality.,"**Date:** 2025-05-05
**Module:** Capstone Project
**Topic:** Mobile App Development & Integration",Capstone Project
Implement real-time updates with SignalR.,"**Date:** 2025-05-05
**Module:** Capstone Project
**Topic:** Mobile App Development & Integration",Capstone Project
Test and deploy the app to app stores.,"**Date:** 2025-05-05
**Module:** Capstone Project
**Topic:** Mobile App Development & Integration",Capstone Project
Develop a React Native app for mobile users.,"**Date:** 2025-05-06
**Module:** Capstone Project
**Topic:** Mobile App Development & Integration",Capstone Project
Integrate APIs for mobile functionality.,"**Date:** 2025-05-06
**Module:** Capstone Project
**Topic:** Mobile App Development & Integration",Capstone Project
Implement real-time updates with SignalR.,"**Date:** 2025-05-06
**Module:** Capstone Project
**Topic:** Mobile App Development & Integration",Capstone Project
Test and deploy the app to app stores.,"**Date:** 2025-05-06
**Module:** Capstone Project
**Topic:** Mobile App Development & Integration",Capstone Project
